name,productUrl,imageUrl,originalPrice,DiscountedPrice,Discount,ratingScore,review,description,categories,itemId,itemSoldCntShow,sellerName,sellerId,brandId,brandName,location
"[6 Flavors] Pigeon Baby Snacks Food 6M+ - Rice Crackers , Biscuits & Cookies | EXP 2024",,https://sg-live-01.slatic.net/p/f81c2398c783346ce5a5981b7fd9a5c0.jpg,5.45,5.29,3% Off,5.0,20,"Ingredients :,Fish Cracker 7M+ 6g x2 : Non-glutinous rice (Domestic), Potato starch, Cornstarch, Salt, Sardine powder, Hijiki (Seaweed) powder, Wakame (Seaweed) powder, Rapeseed oil (contains Soybean), Calcium carbonate,Carrot &amp; Tomato Snack 6gx2 7M+ : Corn grits, non-glutinous rice, vegetable powder (carrots, tomato), salt, edible oil and fat, sugar, calcium carbonate,Non-glutinous rice (Domestic), Sardine powder, Salt, Edible oil / Calcium carbonate,Fish Snack 6gx2 7M+ : Non-glutinous rice (Domestic), Sardine powder, Salt, Edible oil / Calcium carbonate,Biscuits with Spinach 20g X 2 9M+ : Flour, sugar, shortening, fructo-oligosaccharide, soy milk (soybean origin), vegetable powder (komatsuna, spinach), salt, calcium carbonate, swelling agent,Carrot and Sweet Potato 20gx2 9M+ : Flour, sugar, shortening, vegetable powder (sweet potato, carrot), cornstarch, fructo-oligosaccharide, salt, swelling agent, calcium carbonate, lecithin (soybean origin),Cookies With Pumpkin and Sweet Potato 25g x 2 9M+ : Flour, Shortening, Sugar, Potato starch, Soy milk (Soybean origin), Vegetable powder (Sweet potato, Pumpkin), Salt, Calcium carbonate, Swelling agent, Lecithin, Antioxidant (Vitamin E)","[8706, 10100747, 8718, 8721]",2846241669,57 sold,motherswork,10709,27631,Pigeon,Singapore
[Bundle of 6] WAKODO Baby Drinks,,https://sg-live-01.slatic.net/p/0902dbf8f506d7e285ad40e6e46626a2.png,,39.95,,5.0,25,"1. Ion Drink Aqualyte Apple Flavor - An ion drink suitable for supplying water and electrolyte after going outdoors or taking a bath. Easy to absorb water &amp; electrolyte into body, and drink with slightly sweetness apple-flavor.2. Roasted Barley Tea- Barley tea using rich-flavored Japan-grown six rowed barley. Reduced bitterness and easy to drink for babies.3. Apple Flavor Vegetable Drink - 8 kinds of vegetables are blended with fruit and water to create a refreshing and easy-to-drink drink.4. Apple Drink- A fruit juice drink for babies with a refreshing sweetness of 50% fruit juice using Fuji apple. Refreshing and easy to drink.5. Mixed Grape Drink- A refreshing sweetness of 50% fruit juice using two types of grapes and apples. Refreshing and easy to drink.","[8706, 10100747, 8718, 8719]",2298798997,158 sold,Wakodo SG,1142127209,63774,Wakodo,Singapore
"Gerber, Lil' Bits, Oatmeal Cereal, 8+ Months, Banana Strawberry, 8 oz (227 g)",,https://filebroker-cdn.lazada.sg/kf/S0a5dd990ec3644b8a176b41504f830cey.jpg,,13.9,,5.0,20,,"[8706, 10100747, 8718, 8720]",2114581278,238 sold,Innomart,1144230017,31324,Gerber,Singapore
Natufoodies Organic Rice Puffs (6 Months +) (42G) (Halal),,https://sg-live-01.slatic.net/p/a4318c1d487f2e74394996da985dd16f.jpg,,5.9,,5.0,21,,"[8706, 10100747, 8718, 8722]",2479377851,308 sold,TREJOY,1156137037,73465,Natufoodies,Singapore
Nestle NAN OPTIPRO Stage 4 Growing-Up Baby Formula 1.6KG (Laz Mama Shop),,https://sg-live-01.slatic.net/p/b9bf15ec7dd5067fd25f24fd85ba8d89.jpg,,75.01,,4.975929978118162,457,"Now with 2'-FL! NAN® OPTIPRO® 4 is a Healthier Choice product. It is 25% lower in sugar and 25% higher in calcium than regular growing up milk.,BIFIDUS BL Probiotics - Protects against potentially harmful bacteria in the digestive system, helps maintain a healthy digestive system.,DHA LIPID-SMART® (Unique LIPID SMART® fat blend with DHA & ARA precursor) - Important building blocks for the development of the brain and eyes of your child.,DENTA PRO® - Naturally active Lactobacilli cultures,B-complete - Vitamins B1, B2 & B3 help to release energy from proteins, fats and carbohydrates.,Iron & Zinc - Help support your child's natural defences.,No Added Sucrose (Sugar) - Contains the goodness of milk with No Added Sucrose (Sugar)","[8706, 10100747, 8708, 8712]",2306760057,3k+ sold,Laz Mama Shop,1148898008,71490,Nestle NAN,Singapore
"Little Baby Grains PREMIUM Range from 6M to 15M+, 5 Steps (Fresh Start, Light & Easy, Junior Nutri-Colour, Nutri-Colour, Q-Junior)",,https://sg-live-01.slatic.net/p/5522fc6ca6fb7b552e166dc75f8deacc.jpg,,11.5,,4.96969696969697,33,,"[8706, 10100747, 8718, 8720]",399900726,360 sold,Happy Kind Kiddo,1000041583,110342,Little Baby Grains,Singapore
Nan OptiPro Stage 2 - 800g,,https://sg-live-01.slatic.net/p/a24828e5211465195a7ac5ce736b6624.png,191.97,107.85,44% Off,4.95,20,"** Important Notice: Breast milk is the best for babies. The World Health recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age breastfeeding continues for up to two years of age or beyond. Consult appropriate foods while your doctor before deciding to use infant formula or if you have difficulty breastfeeding.","[8706, 10100747, 8708, 8711]",2055131594,140 sold,NinaMall.SG,1136010064,39704,No Brand,Singapore
Wakodo Lebens 1 Premium Gold Infant Formula Stage 1 (0-12months),,https://sg-live-01.slatic.net/p/93818fd3c6d2ed1581b121d83fc81d34.png,,62.9,,5.0,14,"Wakodo was founded in 1906 with the mission to ensure all children can receive appropriate nutrition, by Prof. Tsukasa Hirota, the pioneer of Japanese paediatrics. Throughout the years, Wakodo amassed a wealth of experience and research knowledge in manufacturing the best quality food for infants and children. Today, it is one of the most trusted baby food brands in Japan, ranking as the No.1 best selling baby food brand.Breast Milk is the best food for infant baby. WAKODO 'LEBENS Premium Infant Formula' is the infant formula designed based on the study of breast milk for a long time and knowledge of recent nursling's nutrition. Feed it safely at the time of lacking breast milk or unfeedable situation. Consult with doctor or specialist like nutritionist in accordance with baby's constitution and health condition.","[8706, 10100747, 8708, 8710]",1691987356,236 sold,Wakodo SG,1142127209,63774,Wakodo,Singapore
Frisolac Gold Stage 1 with 2'-FL 1.8kg - for Newborn 0-6 months - Baby Milk Powder Formula,,https://sg-live-01.slatic.net/p/38906d9e54f7b5c904cd68f2e0dc1fec.jpg,,127.9,,4.982456140350878,57,"With NOVAS Signature Milk from our own farms in the Netherlands.,High quality milk through our dairy science expertise.,LockNutri is an advanced process technology that locks in milk protein structure in its natural form.,Contains: 2&#39;-FL, GOS, DHA, AA, Nucleotides","[8706, 10100747, 8708, 8710]",899864635,406 sold,Friso,1136877856,59273,Friso,Singapore
[Bundle of 2] Little Freddie Organic Baby Food Monkey Bites - Milk 80g,,https://sg-live-01.slatic.net/p/3620021505ac157b4a2abe36d2e2db2c.png,,17.36,,5.0,14,"      These tasty biscuits are made with organic milk and wholegrains for more flavour and texture. They are naturally sweetened with grape juice.,Soft but lightly crunchy, Creamy milk and wholegrains combine to create a tasty, convenient snack.,Suitable for 12+ Months   ","[8706, 10100747, 8718, 8721]",624568051,236 sold,Little Freddie,1000113236,64312,Little Freddie,Singapore
"Gerber, Power blend, Probiotic Oatmeal Cereal, Lentil Peach Apple, 8 oz (227 g)",,https://filebroker-cdn.lazada.sg/kf/Sb15aa6b34c3e4553976904ffc40ad922A.jpg,,13.9,,5.0,19,,"[8706, 10100747, 8718, 8720]",2114598156,245 sold,Innomart,1144230017,31324,Gerber,Singapore
BELLAMY'S ORGANIC Organic Step 2 Follow-On Formula 900G,,https://sg-live-01.slatic.net/p/9113eb472cfb02e1dd2c2dc01b5e2b7a.jpg,,68.65,,5.0,9,Product DetailsCertified by NASAA Certified Organic / contains 26 essential vitamins and minerals to provide baby with a nutritionally balanced diet / and 100% Australian made,"[8706, 10100747, 8708, 8711]",420202899,333 sold,Watsons,18876,89343,Bellamy's,Singapore
Yummy Bites Rice Cracker (6 Months +) (50g),,https://sg-live-01.slatic.net/p/bcde8f7952c0d18b784a236f59ccb3ea.jpg,,5,,5.0,32,,"[8706, 10100747, 8718, 8722]",2623614901,268 sold,TREJOY,1156137037,110066595,Yummy Bites,Singapore
PediaSure Gold With PeptiGroTM - Premium Chocolate 850 G (Laz Mama Shop),,https://sg-live-01.slatic.net/p/08c482e2c342712dc032c7d23d5081b3.jpg,,53.44,,5.0,18,"Abbott PediaSure Gold with PeptiGroTM - Premium Chocolate, 850 G","[8706, 10100747, 8708, 8712]",2650166545,74 sold,Laz Mama Shop,1148898008,31110,Pediasure,Singapore
[Ready Stock] Nestle NAN SupremePro 1 Premium Starter Infant Formula (800g) Supreme Pro Newborn Baby Formula Milk Powder Stage 1,,https://sg-live-01.slatic.net/p/cdbddd0817ecc553b1c79e8ba8ca7cab.jpg,,130.5,,5.0,18,"Breast milk is the best for your baby. The World Health Organisation recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age-appropriate foods while breastfeeding continues for up to two years of age or beyond. Consult your doctor before deciding to use infant formula or if you have difficulty breastfeeding.,NAN SUPREME PRO 1 is a premium starter infant formula that is specially designed to help ensure your formula fed infant receives balanced, high quality nutrition. NAN SUPREME PRO 1 is nutritionally complete for healthy infants from birth.,Storage Instructions:,Store in a cool dry place before and after opening. Close tin tightly after each use.,Preparation:,1. Wash your hands before preparing baby&#39;s formula.,2. Wash bottle, teat and cap thoroughly until no milk remains.,3. Boil for five minutes. Leave covered until use.,4. Boil drinking water for five minutes and allow to cool to around 45&deg;C.,5. Consult feeding table, pour exact amount of luke-warm water.,6. Only use scoop from this container and level using inner rim.,7. Consult feeding table, add exact number of scoops for age of baby.,8. After use, store the spoon on suspension inside the can as shown.,9. Cap bottle and shake well until powder is fully dissolved.,10. Store in a cool dry place before and after opening. Close tin tightly after each use.,Made in Germany for Nestle Australia","[8706, 10100747, 8708, 8710]",2437108014,152 sold,AussieBaby,1153302008,71490,Nestle NAN,Singapore
Nestle NAN Optipro 1,,https://sg-live-01.slatic.net/p/5313c3223036a96749da96948591e86a.jpg,,39,,5.0,12,,"[8706, 10100747, 8708, 8711]",2340443130,164 sold,Aus Milk Expert,1145619024,31109,Nestle,Singapore
Frisolac Gold Stage 1 with 2'-FL 400g - for Newborn 0-6 months - Baby Milk Powder Formula,,https://sg-live-01.slatic.net/p/61ad5a9ab805d6e3df7f4d8702b44b98.jpg,,32.2,,5.0,19,"Frisolac Gold Stage 1 with 2&#39;-FL 400gFor Infants From 0 to 6 Months&bull; With NOVAS Signature Milk from our own farms in the Netherlands.,&bull; High quality milk through our dairy science expertise.,&bull; LockNutri is an advanced process technology that locks in milk protein structure in its natural form.,&bull; Contains: 2&#39;-FL, GOS, DHA, AA, Nucleotides","[8706, 10100747, 8708, 8710]",899884434,200 sold,Friso,1136877856,59273,Friso,Singapore
2 x BeBecook Baby Melting Puff w Probiotics (Strawberry) 23g,,https://sg-live-01.slatic.net/p/3b47ac2b93acf625e0afd8a74b4b440e.png,13.8,13.39,3% Off,5.0,12,"A melting texture in the mouth,Strawberry flavour,Contains 500 million live probiotics (good bacteria),No artificial additives (flavouring, colouring and seasoning),Comes in a resealable and portable pouch,Safe and clean production under HACCP system","[8706, 10100747, 8718, 8722]",120517786,69 sold,DearBaby,640,110406,BebeCook,Singapore
"Alamii Heathy Baked Puffs | Kids Healthy Snack | Halal Snack | 1 years+ | 7 Flavours | Cheese, Strawberry Yogurt, Cheezy Tomato, Chocolate, Golden Veggie, Peanut Butter",,https://sg-live-01.slatic.net/p/90f2f62b0b25be76a284fb6a4b331ab0.jpg,,4.6,,5.0,11,"Healthy snack with backed, NO Fried.,No MSG, Artificials and Preservatives.,Trans Fat Free &amp; Gluten Free,Halal snacks.,Recommended for Kids 1 years+,7 flavour available - Chicken Mushroom, Cheese, Cheezy Tomato, Chocolate, Strawberry Yogurt, Golden Veggie, and Peanut Butter.","[8706, 10100747, 8718, 8722]",2761941259,96 sold,Infantree Flagship Store,212,125848449,Alamii,Singapore
[Single Tin] Dumex Mamil Gold Stage 4 Children Growing Up Milk Powder Formula 1.6kg (3-6 Years),,https://sg-live-01.slatic.net/p/2197e26ee4cdf4d12522613108b8ae92.jpg,,70.85,,4.85,184,"Naturally Sourced: No GMOs and colourings,Made from milk produced by free roaming grass fed cows,A unique prebiotic blend (GOS/lcFOS in ratio 9:1): supports your child&#39;s natural defences,Promotes growth of good Bifidus bacteria to help maintain a healthy digestive system","[8706, 10100747, 8708, 8712]",924930901,210 sold,Dumex Flagship Store,1136955331,30360,Dumex,Singapore
Peachy Baby Food Multigrain Cookies (1 Year +) (7 x 50G) (Halal),,https://sg-live-01.slatic.net/p/5330211fa7c91e0801969f3c58a7b4b2.jpg,,18.8,,5.0,19,,"[8706, 10100747, 8718, 8722]",2449625967,119 sold,TREJOY,1156137037,58706,Peachy,Singapore
[NEW] PediaSure Peptigro Vanilla 3Kg Refill ★MADE IN SINGAPORE FOR MALAYSIA★ (EXP:JAN 2025),,https://sg-live-01.slatic.net/p/505fccceb5981eeb598d2b2433c01867.jpg,,109.6,,4.963636363636364,54,"For children 1 to 10 years old,Vanila flavour,Expiry date: JAN 2025,NEW formula with 25% less sugar,Made in Singapore for Malaysia Market,Improve nutritional status of picky eaters,Support growth and development of picky eaters,Promote catch-up growth in children whose patterns of growth are below those of their age group,Gluten and Lactose free","[8706, 10100747, 8708, 8712]",2012889149,371 sold,Bear & Cub,100006735,31110,Pediasure,Singapore
Nestle NAN Optipro Stage 3 Growing Up Milk 1.6kg - From 12 Months,,https://filebroker-cdn.lazada.sg/kf/S1bd7fda39ee144a69cb4a90603f84adap.jpg,,81.75,,5.0,20,"2&#39;-FL (2&#39;-Fucosyllactose) to support the child&rsquo;s natural defenses, together with Iron and Zinc.,OPTIPRO&reg; (Optimized Protein Blend) - Supplies the right amount of protein, gentle on developing organs, helps in tissue building and growth.,DHA LIPID-SMART&reg; (Unique LIPID SMART&reg; fat blend with DHA &amp; ARA precursor) - Important building blocks for the development of the brain and eyes of your baby.,BIFIDUS BL Probiotics - Protects against potentially harmful bacteria in the digestive system, helps maintain a healthy digestive system.,No Added Sucrose (Sugar) - Contains the goodness of milk with No Added Sucrose (Sugar)","[8706, 10100747, 8708, 8712]",1627111405,331 sold,Nestle Infant Nutrition,16811,78101,nan,Singapore
[Bundle of 2] Little Freddie Organic Baby Food Monkey Bites - Banana & Spelt 80g,,https://sg-live-01.slatic.net/p/e900d7b116baa26ec4253a44847ed6f3.png,,17.36,,5.0,11,Brand : Litlefreddie,"[8706, 10100747, 8718, 8721]",624560354,169 sold,Little Freddie,1000113236,64312,Little Freddie,Singapore
2 x BeBecook My First Yummy Corn Balls (Cheese) 25g,,https://sg-live-01.slatic.net/p/52ea4f157dd95a93a8f0a3bcce71487c.jpg,13.8,13.39,3% Off,5.0,12,"Made from nutritious ingredients: Corn, black rice and cheese,Delicious, soft melty texture,Perfectly-sized for little fingers to encourage self feeding,No artificial additives (flavouring, colouring and seasoning),Comes in a resealable and portable pouch,Safe and clean production under HACCP system,Made in South Korea,Suitable from 12 months","[8706, 10100747, 8718, 8721]",529414263,53 sold,DearBaby,640,110406,BebeCook,Singapore
Happy Family Happy Baby Organic Yogis Mixed Berry 28g,,https://sg-live-01.slatic.net/original/5121961ed81ad327a1358357c993d64b.jpg,,9.8,,5.0,16,"Freeze-dried yogurt and fruit snack made for crawling babies,Made with probiotics to help maintain digestive health,Made with organic fruits and yogurt No gelatin or artificial flavors Contains dairy,Melt-in-your-mouth texture perfect for baby; encourages tactility and self-feeding,Packaging made without BPA","[8706, 10100747, 8718, 8722]",246025799,272 sold,VitaKids,100004494,65434,Happy Family,Singapore
WYETH Promil Gold 900G,,https://sg-live-01.slatic.net/p/2a22152d0e99d4f0b17f220dd793c818.jpg,,59.05,,5.0,10,New Breakthrough Upgrade with 3 times more DHA and 47% more Oligofructose,"[8706, 10100747, 8708, 8711]",112911210,53 sold,Watsons,18876,65431,Wyeth,Singapore
Pediasure PediaSure Gold with Peptigro - Ready to Drink - Chocolate 6x220ml,,https://sg-test-11.slatic.net/p/f53f9d9e2498e482bc4352b0d552d2df.jpg,20.8,16.64,20% Off,5.0,18,"•New dual-action formula of Ensure® Life StrengthProTM supports muscle and immunity- uniquely contains HMB; plus protein to support muscle building as well as new Yeast Beta Glucan(YBG); plus 10 immunity nutrients to support immunity*. •Consume 1-2 serves of this delicious beverage as a supplement with or between meals as a nutritious snack or as meal replacement. Use as part of a healthy well-balanced diet. Strength •With HMB; & high-quality triple protein (casein, soy, whey) that supports muscle tissue and growth •Vitamin D to improve bone strength and maintain normal muscle; Calcium & Phosphorus for strong bones Immunity ·With Yeast Beta Glucan ·Contains Vitamins A, B6, B12, C, D, Copper, Folate, Iron, Zinc and Selenium for normal immune function Activity ·Complete, balanced with 34 key nutrients ·Prebiotic FOS to promote growth of good bacteria and help maintain a healthy digestive system Good fat blend ·With polyunsaturated fatty acids (omega-3 & 6), monounsaturated fatty acids (omega-9) and low in saturated fat ·Cholesterol-free, trans fat-free, lactose-free and Gluten free","[8706, 10100747, 8718, 8719]",2856369133,1k+ sold,RedMart,1000008313,31110,Pediasure,Singapore
Pediasure PediaSure Gold with Peptigro - Ready to Drink - Vanilla 6x220ml,,https://sg-test-11.slatic.net/p/f1f6dd60f4d2ca993abfe39bd4dce92f.jpg,20.8,16.64,20% Off,5.0,18,"PediaSure Gold with Peptigro is suitable for children between the ages of 1-10 years old, who require catch-up growth or have poor dietary habits (such as picky eating), poor appetite or are currently ill or recovering. PediaSure can be used as a sole or supplementary source of nourishment along with a balanced diet.","[8706, 10100747, 8718, 8719]",2856090825,1k+ sold,RedMart,1000008313,31110,Pediasure,Singapore
[Carton Of 6] Nestle Nan Optipro Stage 4 Growing Up Milk 1.6Kg - From 24 Months Baby Formula,,https://sg-test-11.slatic.net/p/654db31c4f5b9c9383c3cfdacf0d5819.jpg,454.16,386.04,15% Off,5.0,11,"NAN OPTIPRO 4 is a Healthier Choice product. It is 25% lower in sugar and 25 percent higher in calcium than regular growing up milk. BIFIDUS BL Probiotics - Protects against potentially harmful bacteria in the digestive system, helps maintain a healthy digestive system. DHA LIPID-SMART (Unique LIPID SMART fat blend with DHA & ARA precursor) - Important building blocks for the development of the brain and eyes of your child. DENTA PRO - Naturally active Lactobacilli cultures. B-complete - Vitamins B1, B2 & B3 help to release energy from proteins, fats and carbohydrates. Iron & Zinc - Help support your child's natural defences. No Added Sucrose (Sugar) - Contains the goodness of milk with No Added Sucrose (Sugar)","[8706, 10100747, 8708, 8712]",2790677678,107 sold,RedMart,1000008313,71490,Nestle NAN,Singapore
Similac Gain 5MO Stage 4 Kid Pre-School Milk Powder Formula 1.8Kg Twin Pack (3 Years Onwards),,https://sg-live-01.slatic.net/p/2890ca898ab2ede46e49dc794285be20.jpg,160.47,150.47,6% Off,5.0,47,"NEW Similac Gain with a unique blend of 5-MOs; contain IMMUNIFY Ingredients* that supports your child’s immunity. An EyeQ Plus nutrition system, now enhanced with Gangliosides also contains Natural Vitamin E, Lutein; and DHA that supports brain and eye development. Similac Gain contains no sucrose, no palm oil and is GMO free. *IMMUNIFY ingredients (Vitamin A, B6, B12, C, D, Copper, Folic Acid, Iron, Selenium and Zinc) Support normal immune system function.","[8706, 10100747, 8708, 8712]",2715438295,514 sold,RedMart,1000008313,52845,Similac,Singapore
(Bundle Of 6) Similac Gain 5 Mo Stage 4 Kid Pre - School Milk Powder Formula 850 G (3 Years Onwards),,https://sg-test-11.slatic.net/p/f209e55b1300fa1f6232a6324d35808c.jpg,263.71,224.15,15% Off,5.0,19,"NEW Similac Gain with a unique blend of 5-MOs; contain IMMUNIFY Ingredients that supports your child’s immunity. An EyeQ Plus nutrition system, now enhanced with Gangliosides also contains Natural Vitamin E, Lutein; and DHA that supports brain and eye development. Similac Gain contains no sucrose, no palm oil and is GMO free. IMMUNIFY ingredients (Vitamin A, B6, B12, C, D, Copper, Folic Acid, Iron, Selenium and Zinc) Support normal immune system function.","[8706, 10100747, 8708, 8712]",2646525169,242 sold,RedMart,1000008313,52845,Similac,Singapore
PediaSure Gold With PeptiGroTM Value Pack - Classic Vanilla 2.4 KG (4 X 600 G Pack),,https://sg-test-11.slatic.net/p/46b43b15e4dd4131c170c7ba52fb75cd.jpg,,113.85,,5.0,56,"PediaSure Gold with PeptiGroTM Value Pack - Classic Vanilla, 2.4 KG (4 X 600 G Pack)","[8706, 10100747, 8708, 8712]",2640155093,1k+ sold,RedMart,1000008313,31110,Pediasure,Singapore
PediaSure Gold With PeptiGroTM - Classic Vanilla 1.6 KG,,https://sg-test-11.slatic.net/p/9954f43de68528a3d5ecdb998d527d1e.jpg,,94.85,,5.0,21,"Abbott PediaSure Gold with PeptiGroTM - Classic Vanilla, 1.6 KG","[8706, 10100747, 8708, 8712]",2640151102,478 sold,RedMart,1000008313,31110,Pediasure,Singapore
PediaSure Gold With PeptiGroTM - Classic Vanilla 850 G,,https://sg-test-11.slatic.net/p/61184143bbcf79a4e1344a35b3d67792.jpg,53.45,51.31,4% Off,5.0,29,"Abbott PediaSure Gold with PeptiGroTM - Classic Vanilla, 850 G","[8706, 10100747, 8708, 8712]",2640124321,1k+ sold,RedMart,1000008313,31110,Pediasure,Singapore
PediaSure Gold With PeptiGroTM - Fruity Strawberry 850 G,,https://sg-test-11.slatic.net/p/e28b77481cfbb2726cd21cb51c92dd18.jpg,53.45,51.31,4% Off,5.0,20,"Abbott PediaSure Gold with PeptiGroTM - Fruity Strawberry, 850 G","[8706, 10100747, 8708, 8712]",2640025751,483 sold,RedMart,1000008313,31110,Pediasure,Singapore
Similac 5MO Stage 1 Infant Milk Formula 1.8 KG (0-12 Months),,https://sg-test-11.slatic.net/p/81752df18a829b5b16f7c105d679748b.jpg,,131.4,,5.0,18,"Abbott’s Similac range of formulas is trusted by Millions of parents around the world. Our scientist many of whom are parents too, strive to innovate continuously to support the well-being of babies. New Similac brings to your little one the latest breakthrough innovation in child nutrition – Formula with a blend of five milk Oligosaccharides.","[8706, 10100747, 8708, 8710]",2585204156,304 sold,RedMart,1000008313,52845,Similac,Singapore
Similac 5MO Stage 1 Infant Milk Formula 850 G (0-12 Months),,https://sg-test-11.slatic.net/p/e0a6b4429c372519d30531603caf9b32.jpg,,66,,5.0,74,"IMPORTANT NOTICE: Breast milk is the best for babies. The World Health Organization recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age-appropriate foods while breastfeeding continues for up to two years of age or beyond. Consult your doctor before deciding to use infant formula or if you have difficulty breastfeeding. • IMMUNIFY® ingredients with a blend of 5 milk oligosaccharides (MO)- 2’-FL, 3-FL, LNT, 3’-SL, 6’-SL • EyeQ Plus™ Nutrition System that contains DHA and AA • With added nucleotides Non-GMO (genetically modified organisms) ingredients","[8706, 10100747, 8708, 8710]",2585197161,1k+ sold,RedMart,1000008313,52845,Similac,Singapore
Similac Gain Kid 5MO Stage 4 Pre-school Milk Powder Formula 1.8 KG (3 Years Onwards),,https://sg-test-11.slatic.net/p/b46c8895346372fcdff626857be8a293.jpg,87.6,82.34,6% Off,5.0,97,"NEW Similac Gain with a unique blend of 5-MOs; contain IMMUNIFY Ingredient that supports your child’s immunity. An EyeQ Plus nutrition system, now enhanced with Gangliosides also contains Natural Vitamin E, Lutein; and DHA that supports brain and eye development. Similac® Gain contains no sucrose, no palm oil and is GMO free. IMMUNIFY ingredients (Vitamin A, B6, B12, C, D, Copper, Folic Acid, Iron, Selenium and Zinc) Support normal immune system function.","[8706, 10100747, 8708, 8712]",2585165445,2k+ sold,RedMart,1000008313,52845,Similac,Singapore
Similac 5MO Stage 1 Infant Milk Formula  400G (0-12 Months),,https://sg-live-01.slatic.net/p/7d3b7857dd6de778a55cda1f4271bdbc.jpg,,32.59,,5.0,17,"Abbott’s Similac range of formulas is trusted by Millions of parents around the world. Our scientist many of whom are parents too, strive to innovate continuously to support the well-being of babies. New Similac brings to your little one the latest breakthrough innovation in child nutrition – Formula with a blend of five milk Oligosaccharides.","[8706, 10100747, 8708, 8710]",2585165444,481 sold,RedMart,1000008313,52845,Similac,Singapore
Similac 5MO Stage 2 Follow-On Baby Milk Powder Formula 850 G (6 Months Onwards),,https://sg-test-11.slatic.net/p/413ac12ffd1cdffcbca6d80eb7a45209.jpg,,60.05,,5.0,14,"Similac range of formulas is trusted by Millions of parents around the world. Our scientist many of whom are parents too, strive to innovate continuously to support the well-being of babies. New Similac brings to your little one the latest breakthrough innovation in child nutrition – Formula with a blend of five milk Oligosaccharides.","[8706, 10100747, 8708, 8711]",2585157517,581 sold,RedMart,1000008313,52845,Similac,Singapore
Similac Gain Kid 5MO Stage 4 Pre-school Milk Powder Formula 850 G (3 Years Onwards),,https://sg-test-11.slatic.net/p/7c53d5cfcfdb246555dadfd0b1cb3370.jpg,43.95,41.75,5% Off,5.0,31,"NEW Similac Gain with a unique blend of 5-MOs; contain IMMUNIFY Ingredients that supports your child’s immunity. An EyeQ Plus nutrition system, now enhanced with Gangliosides also contains Natural Vitamin E, Lutein; and DHA that supports brain and eye development. Similac Gain contains no sucrose, no palm oil and is GMO free. IMMUNIFY ingredients (Vitamin A, B6, B12, C, D, Copper, Folic Acid, Iron, Selenium and Zinc) Support normal immune system function.","[8706, 10100747, 8708, 8712]",2585154578,2k+ sold,RedMart,1000008313,52845,Similac,Singapore
Kendamil Organic Follow - On Milk (6 - 12 Months) 800 G,,https://sg-test-11.slatic.net/p/f3302cc36137d72eaf169ac0beee6250.jpg,,57.95,,5.0,17,"All the goodness and nutritional value of full cream milk specially developed for happy, healthy babies. Now with Plant Based Organic DHA. Made in Cumbria.","[8706, 10100747, 8708, 8711]",2439857786,970 sold,RedMart,1000008313,163022,Kendamil,Singapore
Nature One Dairy ® GoKIDS Vanilla Oat Milk Drink 200ml x 3,,https://sg-test-11.slatic.net/p/9b8db7f34c6e53a66aa338098e2db94b.jpg,,5.3,,5.0,12,Gokids Vanilla Oat Milk (3 X 200ML),"[8706, 10100747, 8708, 8712]",2405646441,1k+ sold,RedMart,1000008313,153330,Nature One Dairy,Singapore
Wakodo Apple Drink with Iron,,https://sg-live-01.slatic.net/p/682c4be243922227ad0e643ef318b660.jpg,,7.31,,5.0,15,"Wakodo's 100% all natural apple juice specially made for babies who are 7 months old and above, it contains real Fuji Apple to achieve a good balance of sweetness and sourness. The juice and sweetness comes 100% from the original Fuji apples! No preservatives added.","[8706, 10100747, 8718, 8719]",2405586164,1k+ sold,RedMart,1000008313,63774,Wakodo,Singapore
Wakodo Apple Flavour Vegetable Drink,,https://sg-live-01.slatic.net/p/e10c7adadd4d5e6388f77794a8196a4a.jpg,,7.31,,5.0,19,Eight kinds of vegetables are blended with fruit and water to make it refreshingly easy to drink.,"[8706, 10100747, 8718, 8719]",2405586163,825 sold,RedMart,1000008313,63774,Wakodo,Singapore
